Date,Country,JCVIPriorityGroup,Population,PopulationQF,Dose,CumulativeNumberVaccinated,CumulativePercentCoverage,CumulativePercentCoverageQF,AgeBand
20210501,S92000003,4 - Clinically Extremely Vulnerable,181961,,Dose 1,172061,94.5592736905161,,All vaccinations
20210501,S92000003,4 - Clinically Extremely Vulnerable,181961,,Dose 2,137506,75.5689405971609,,All vaccinations
20210501,S92000003,6 - 16 to 64 year olds with underlying health conditions,763021,,Dose 1,663611,86.9715250301106,,All vaccinations
20210501,S92000003,6 - 16 to 64 year olds with underlying health conditions,763021,,Dose 2,166268,21.7907501890512,,All vaccinations
20210501,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,198472,,z,All vaccinations
20210501,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,13462,,z,All vaccinations
20210503,S92000003,1 - All Care Home Residents,,:,Dose 1,35265,,z,All vaccinations
20210503,S92000003,1 - All Care Home Residents,,:,Dose 2,31099,,z,All vaccinations
20210503,S92000003,1 - Care Home Residents - Older Adults,28568,,Dose 1,27717,97.02114254,,All vaccinations
20210503,S92000003,1 - Care Home Residents - Older Adults,28568,,Dose 2,26064,91.23494819,,All vaccinations
20210503,S92000003,1 - Care Home Staff,50000,,Dose 1,53277,106.554,,All vaccinations
20210503,S92000003,1 - Care Home Staff,50000,,Dose 2,46908,93.816,,All vaccinations
20210503,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,365414,,z,All vaccinations
20210503,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,308825,,z,All vaccinations
20210503,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,95407,90.85342628,,All vaccinations
20210503,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,84831,80.78219632,,All vaccinations
20210503,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,97511,82.66095876,,All vaccinations
20210503,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,79630,67.50307295,,All vaccinations
20210503,S92000003,4 - Clinically Extremely Vulnerable,181961,,Dose 1,172102,94.58180599,,All vaccinations
20210503,S92000003,4 - Clinically Extremely Vulnerable,181961,,Dose 2,140361,77.13795813,,All vaccinations
20210503,S92000003,6 - 16 to 64 year olds with underlying health conditions,763021,,Dose 1,664070,87.03168065,,All vaccinations
20210503,S92000003,6 - 16 to 64 year olds with underlying health conditions,763021,,Dose 2,177833,23.30643586,,All vaccinations
20210503,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,202395,,z,All vaccinations
20210503,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,14926,,z,All vaccinations
20210504,S92000003,1 - All Care Home Residents,,:,Dose 1,35296,,z,All vaccinations
20210504,S92000003,1 - All Care Home Residents,,:,Dose 2,31151,,z,All vaccinations
20210504,S92000003,1 - Care Home Residents - Older Adults,28568,,Dose 1,27719,97.0281433772053,,All vaccinations
20210504,S92000003,1 - Care Home Residents - Older Adults,28568,,Dose 2,26085,91.3084570148418,,All vaccinations
20210504,S92000003,1 - Care Home Staff,50000,,Dose 1,53302,106.604,,All vaccinations
20210504,S92000003,1 - Care Home Staff,50000,,Dose 2,46992,93.984,,All vaccinations
20210504,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,365772,,z,All vaccinations
20210504,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,309969,,z,All vaccinations
20210504,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,95454,90.8981830647926,,All vaccinations
20210504,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,84960,80.9050394240658,,All vaccinations
20210504,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,97613,82.7474250837113,,All vaccinations
20210504,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,79897,67.7294112660535,,All vaccinations
20210504,S92000003,4 - Clinically Extremely Vulnerable,181961,,Dose 1,172150,94.60818527047,,All vaccinations
20210504,S92000003,4 - Clinically Extremely Vulnerable,181961,,Dose 2,141953,78.012870889916,,All vaccinations
20210504,S92000003,6 - 16 to 64 year olds with underlying health conditions,763021,,Dose 1,664346,87.0678526541209,,All vaccinations
20210504,S92000003,6 - 16 to 64 year olds with underlying health conditions,763021,,Dose 2,185532,24.3154513440652,,All vaccinations
20210504,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,204129,,z,All vaccinations
20210504,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,15775,,z,All vaccinations
20210505,S92000003,1 - All Care Home Residents,,:,Dose 1,35321,,z,All vaccinations
20210505,S92000003,1 - All Care Home Residents,,:,Dose 2,31228,,z,All vaccinations
20210505,S92000003,1 - Care Home Residents - Older Adults,28384,,Dose 1,27548,97.054678692221,,All vaccinations
20210505,S92000003,1 - Care Home Residents - Older Adults,28384,,Dose 2,25991,91.5691939120631,,All vaccinations
20210505,S92000003,1 - Care Home Staff,50000,,Dose 1,53349,106.698,,All vaccinations
20210505,S92000003,1 - Care Home Staff,50000,,Dose 2,47090,94.18,,All vaccinations
20210505,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,366364,,z,All vaccinations
20210505,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,311522,,z,All vaccinations
20210505,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,95496,90.9381784938864,,All vaccinations
20210505,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,85108,81.0459756980155,,All vaccinations
20210505,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,97709,82.8288051540711,,All vaccinations
20210505,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,80184,67.9727037680668,,All vaccinations
20210505,S92000003,4 - Clinically Extremely Vulnerable,181685,,Dose 1,171949,94.6412747337425,,All vaccinations
20210505,S92000003,4 - Clinically Extremely Vulnerable,181685,,Dose 2,144256,79.3989597380081,,All vaccinations
20210505,S92000003,6 - 16 to 64 year olds with underlying health conditions,762897,,Dose 1,664522,87.1050744727008,,All vaccinations
20210505,S92000003,6 - 16 to 64 year olds with underlying health conditions,762897,,Dose 2,192635,25.250459760623,,All vaccinations
20210505,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,205851,,z,All vaccinations
20210505,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,16677,,z,All vaccinations
20210506,S92000003,1 - All Care Home Residents,,:,Dose 1,35342,,z,All vaccinations
20210506,S92000003,1 - All Care Home Residents,,:,Dose 2,31323,,z,All vaccinations
20210506,S92000003,1 - Care Home Residents - Older Adults,28178,,Dose 1,27364,97.111221520335,,All vaccinations
20210506,S92000003,1 - Care Home Residents - Older Adults,28178,,Dose 2,25895,91.8979345588757,,All vaccinations
20210506,S92000003,1 - Care Home Staff,50000,,Dose 1,53387,106.774,,All vaccinations
20210506,S92000003,1 - Care Home Staff,50000,,Dose 2,47224,94.448,,All vaccinations
20210506,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,366727,,z,All vaccinations
20210506,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,312855,,z,All vaccinations
20210506,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,95533,90.9734125623738,,All vaccinations
20210506,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,85295,81.2240505846951,,All vaccinations
20210506,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,97838,82.9381596236172,,All vaccinations
20210506,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,80465,68.2109100156826,,All vaccinations
20210506,S92000003,4 - Clinically Extremely Vulnerable,181685,,Dose 1,171976,94.6561356193412,,All vaccinations
20210506,S92000003,4 - Clinically Extremely Vulnerable,181685,,Dose 2,146756,80.7749676638137,,All vaccinations
20210506,S92000003,6 - 16 to 64 year olds with underlying health conditions,762897,,Dose 1,664870,87.1506900669422,,All vaccinations
20210506,S92000003,6 - 16 to 64 year olds with underlying health conditions,762897,,Dose 2,199829,26.1934442002,,All vaccinations
20210506,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,208259,,z,All vaccinations
20210506,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,17473,,z,All vaccinations
20210507,S92000003,1 - All Care Home Residents,,:,Dose 1,35336,,z,All vaccinations
20210507,S92000003,1 - All Care Home Residents,,:,Dose 2,31405,,z,All vaccinations
20210507,S92000003,1 - Care Home Residents - Older Adults,28178,,Dose 1,27375,97.1502590673575,,All vaccinations
20210507,S92000003,1 - Care Home Residents - Older Adults,28178,,Dose 2,25952,92.1002200298105,,All vaccinations
20210507,S92000003,1 - Care Home Staff,50000,,Dose 1,53316,106.632,,All vaccinations
20210507,S92000003,1 - Care Home Staff,50000,,Dose 2,47520,95.04,,All vaccinations
20210507,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,364406,,z,All vaccinations
20210507,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,316750,,z,All vaccinations
20210507,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,95716,91.1476783605683,,All vaccinations
20210507,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,86336,82.215365862949,,All vaccinations
20210507,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,98059,83.1255033272581,,All vaccinations
20210507,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,81208,68.8407578519052,,All vaccinations
20210507,S92000003,4 - Clinically Extremely Vulnerable,181685,,Dose 1,172071,94.7084239205218,,All vaccinations
20210507,S92000003,4 - Clinically Extremely Vulnerable,181685,,Dose 2,149449,82.2572034014916,,All vaccinations
20210507,S92000003,6 - 16 to 64 year olds with underlying health conditions,762897,,Dose 1,665992,87.2977610345826,,All vaccinations
20210507,S92000003,6 - 16 to 64 year olds with underlying health conditions,762897,,Dose 2,207424,27.1889914365897,,All vaccinations
20210507,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,209407,,z,All vaccinations
20210507,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,18280,,z,All vaccinations
20210508,S92000003,1 - All Care Home Residents,,:,Dose 1,35336,,z,All vaccinations
20210508,S92000003,1 - All Care Home Residents,,:,Dose 2,31412,,z,All vaccinations
20210508,S92000003,1 - Care Home Residents - Older Adults,28178,,Dose 1,27376,97.1538079352687,,All vaccinations
20210508,S92000003,1 - Care Home Residents - Older Adults,28178,,Dose 2,25958,92.1215132372773,,All vaccinations
20210508,S92000003,1 - Care Home Staff,50000,,Dose 1,53326,106.652,,All vaccinations
20210508,S92000003,1 - Care Home Staff,50000,,Dose 2,47537,95.074,,All vaccinations
20210508,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,364698,,z,All vaccinations
20210508,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,317248,,z,All vaccinations
20210508,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,95745,91.1752942520855,,All vaccinations
20210508,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,86402,82.2782158229536,,All vaccinations
20210508,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,98143,83.196710888823,,All vaccinations
20210508,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,81365,68.9738481753062,,All vaccinations
20210508,S92000003,4 - Clinically Extremely Vulnerable,181685,,Dose 1,172101,94.7249360156314,,All vaccinations
20210508,S92000003,4 - Clinically Extremely Vulnerable,181685,,Dose 2,151006,83.1141811376833,,All vaccinations
20210508,S92000003,6 - 16 to 64 year olds with underlying health conditions,762897,,Dose 1,666272,87.3344632368459,,All vaccinations
20210508,S92000003,6 - 16 to 64 year olds with underlying health conditions,762897,,Dose 2,216164,28.3346244643772,,All vaccinations
20210508,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,211947,,z,All vaccinations
20210508,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,19238,,z,All vaccinations
20210509,S92000003,1 - All Care Home Residents,,:,Dose 1,35339,,z,All vaccinations
20210509,S92000003,1 - All Care Home Residents,,:,Dose 2,31418,,z,All vaccinations
20210509,S92000003,1 - Care Home Residents - Older Adults,28178,,Dose 1,27378,97.1609056710909,,All vaccinations
20210509,S92000003,1 - Care Home Residents - Older Adults,28178,,Dose 2,25960,92.1286109730996,,All vaccinations
20210509,S92000003,1 - Care Home Staff,50000,,Dose 1,53434,106.868,,All vaccinations
20210509,S92000003,1 - Care Home Staff,50000,,Dose 2,47914,95.828,,All vaccinations
20210509,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,365149,,z,All vaccinations
20210509,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,320396,,z,All vaccinations
20210509,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,95760,91.1895783339047,,All vaccinations
20210509,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,86771,82.6296042357064,,All vaccinations
20210509,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,98183,83.2306192514729,,All vaccinations
20210509,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,82131,69.6231933200526,,All vaccinations
20210509,S92000003,4 - Clinically Extremely Vulnerable,181685,,Dose 1,172114,94.7320912568456,,All vaccinations
20210509,S92000003,4 - Clinically Extremely Vulnerable,181685,,Dose 2,151697,83.494509728376,,All vaccinations
20210509,S92000003,6 - 16 to 64 year olds with underlying health conditions,762897,,Dose 1,666414,87.3530764965651,,All vaccinations
20210509,S92000003,6 - 16 to 64 year olds with underlying health conditions,762897,,Dose 2,224896,29.4792088578144,,All vaccinations
20210509,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,213105,,z,All vaccinations
20210509,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,20091,,z,All vaccinations
20210510,S92000003,1 - All Care Home Residents,,:,Dose 1,35365,,z,All vaccinations
20210510,S92000003,1 - All Care Home Residents,,:,Dose 2,31473,,z,All vaccinations
20210510,S92000003,1 - Care Home Residents - Older Adults,28178,,Dose 1,27382,97.1751011427355,,All vaccinations
20210510,S92000003,1 - Care Home Residents - Older Adults,28178,,Dose 2,25982,92.2066860671446,,All vaccinations
20210510,S92000003,1 - Care Home Staff,50000,,Dose 1,53463,106.926,,All vaccinations
20210510,S92000003,1 - Care Home Staff,50000,,Dose 2,47965,95.93,,All vaccinations
20210510,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,365653,,z,All vaccinations
20210510,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,321188,,z,All vaccinations
20210510,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,95806,91.2333828514836,,All vaccinations
20210510,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,86855,82.709595093894,,All vaccinations
20210510,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,98273,83.3069130674352,,All vaccinations
20210510,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,82271,69.7418725893273,,All vaccinations
20210510,S92000003,4 - Clinically Extremely Vulnerable,181685,,Dose 1,172176,94.7662162534056,,All vaccinations
20210510,S92000003,4 - Clinically Extremely Vulnerable,181685,,Dose 2,152989,84.2056306244324,,All vaccinations
20210510,S92000003,6 - 16 to 64 year olds with underlying health conditions,762897,,Dose 1,666771,87.3998718044507,,All vaccinations
20210510,S92000003,6 - 16 to 64 year olds with underlying health conditions,762897,,Dose 2,238803,31.302128596652,,All vaccinations
20210510,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,214523,,z,All vaccinations
20210510,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,21485,,z,All vaccinations
20210511,S92000003,1 - All Care Home Residents,,:,Dose 1,35381,,z,All vaccinations
20210511,S92000003,1 - All Care Home Residents,,:,Dose 2,31534,,z,All vaccinations
20210511,S92000003,1 - Care Home Residents - Older Adults,28178,,Dose 1,27385,97.1857477464689,,All vaccinations
20210511,S92000003,1 - Care Home Residents - Older Adults,28178,,Dose 2,26018,92.3344453119455,,All vaccinations
20210511,S92000003,1 - Care Home Staff,50000,,Dose 1,53482,106.964,,All vaccinations
20210511,S92000003,1 - Care Home Staff,50000,,Dose 2,48061,96.122,,All vaccinations
20210511,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,366090,,z,All vaccinations
20210511,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,322438,,z,All vaccinations
20210511,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,95875,91.299089627852,,All vaccinations
20210511,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,87030,82.8762427151183,,All vaccinations
